Code,Name,Synonyms,Problem
SQ50,#NAME?,(a) k?mi? (b) Pu?u n?yka? (c) D?d?n al-Am‘?’ (a) sañj?tak?mi,
SQ5Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SQ5Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SQ60,#NAME?,(a) ?a?khavi?a? (b) Vi?app?ka r?kam,
SQ61,#NAME?,(a) garavi?a? (b) I?umaruntu nañcu,
SQ6Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SQ6Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
SQ80,#NAME?,(a) h?nam?tr?h?ra? (b) ???accattu ku?aip??u n?yka?,
SQ8Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SQ8Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SR00,#NAME?,(a) kum?ra?o?a? (b) Vara? ka?am,
SR01,#NAME?,(a) ?ayy?m?tratvam (c) Bawl fi’l Far?sh (b) Palarco??un?r,
SR02,#NAME?,(b) M?ntak ka?iccal (c) Zah??r al-At?f?l,
SR03,#NAME?,(a) Skanda Apasmara (b) K?kkai Va?ippu (c) S?ar‘ al-At?f?l,
SR04,#NAME?,(a) kuk??aka? (b) Amaram,
SR05,#NAME?,(a) p?rigarbhika? (b) N?r?makka?am Protein energy malnutrition,
SR06,#NAME?,(b) Kumari akkaram (c) Qul?‘-i-?iby?n,
SR0Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SR0Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
,#NAME?,,Skipped: Invalid or empty code
SR10,#NAME?,(a) v?taprakopa?,
SR11,#NAME?,(a) v?tasañcaya?,
SR12,#NAME?,(a) v?tav?ddhi? Increased v?ta (TM2),
SR13,#NAME?,(a) v?taprasara?,
SR14,#NAME?,(a) v?tak?aya?,
SR15,#NAME?,(a) pittaprakopa?,
SR16,#NAME?,(a) pittasañcaya?,
SR17,#NAME?,(a) pittav?ddhi? Increased pitta (TM2),
SR18,#NAME?,(a) pittaprasara?,
SR19,#NAME?,pittak?aya?,
SR1A,#NAME?,(a) kaphaprakopa?,
SR1B,#NAME?,(a) kaphasañcaya?,
SR1C,#NAME?,(a) kaphav?ddhi? Increased kapha (TM2),
SR1D,#NAME?,(a) kaphaprasara?,
SR1E,#NAME?,(a) kaphak?aya?,
SR1F,#NAME?,(b) Va?i miku ku?am,
SR1G,#NAME?,(b) A?al mikuku?am,
SR1H,#NAME?,(b) Aiyam mikuku?am,
SR1J,#NAME?,(b) Va?i ku?ai ku?am,
SR1K,#NAME?,(b) A?al ku?aiku?am,
SR1L,#NAME?,(b) Aiyam ku?aiku?am,
SR1M,#NAME?,(c) Ghalaba’-i-Dam,
SR1N,- - - - Predominance of ?afr?’ pattern (TM2),(c) Ghalaba’-i-?afr?’,
SR1P,#NAME?,(c) Ghalaba’-i-Balgham,
SR1Q,#NAME?,(c) Ghalaba’-i-Sawd?’,
SR1R,#NAME?,(c) ghelzat-e khoon (c) Ghil?a al-Dam,
SR1S,#NAME?,(c) reqqat-e khoon (c) Riqqa al-Dam,
SR1T,#NAME?,(c) qellat-e khoon (c) Qilla al-Dam,
SR1U,#NAME?,(c) lozoujat-e khoon (c) Luz?ja al-Dam,
SR1V,#NAME?,(c) fesAd-e khelt (c) Fas?d-i-Khil?,
SR1W,#NAME?,(c) ehterAq-e khelt (c) I?tir?q-i-Khil?,
SR1X,#NAME?,(c) ghelzat-e khelt (c) Ghil?a al-Khil?,
SR20,#NAME?,(a) ?vara?a,
SR2Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SR2Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SR40,- - - - Vitiation of 'primary structural components of the body' pattern (TM2),dh?tuvai?amyam,
SR41,#NAME?,(a) rasav?ddhi? (b) C?ram mikuku?am Increase in Chyle (TM2),
SR42,#NAME?,(a) rasak?aya? (b) C?ram ku?aiku?am Decrease in chyle (TM2),
SR43,#NAME?,(a) raktav?ddhi? (b) Cenn?r mikuku?am,
SR44,#NAME?,(a) raktak?aya? (b) Cenn?r ku?aiku?am,
SR45,#NAME?,(a) m??sav?ddhi? (b) ?? mikuku?am,
SR46,#NAME?,(a) m??sak?aya? (b) ?? ku?aiku?am,
SR47,#NAME?,(a) medov?ddhi? (b) Ko?uppu mikuku?am,
SR48,#NAME?,(a) meda?k?aya? (b) Ko?uppu ku?aiku?am,
SR49,#NAME?,(a) asthiv?ddhi? (b) E?pu miku ku?am,
SR4A,#NAME?,(a) asthik?aya? (b) E?pu ku?ai ku?am,
SR4B,#NAME?,(a) majj?v?ddhi? (b) M??ai miku ku?am,
SR4C,#NAME?,(a) majj?k?aya? (b) M??ai ku?ai ku?am,
SR4D,#NAME?,(a) ?ukrav?ddhi? (b) Ve???r mikuku?am (a) ?ukr?dhikyam,
SR4E,#NAME?,(a) ?ukrak?aya? (b) Ve???r ku?aiku?am,
SR4F,#NAME?,(a) oja?k?aya?,
SR4G,#NAME?,(a) ojovy?pat,
SR4H,#NAME?,(a) ojovisra?sa?,
SR4J,#NAME?,(a) ?rtavav?ddhi?,
SR4K,#NAME?,(a) ?rtavak?aya? Hypomenorrhoea (TM2),
SR4L,#NAME?,(a) stanyav?ddhi?,
SR4M,#NAME?,(a) stanyak?aya?,
,#NAME?,,Skipped: Invalid or empty code
SR50,#NAME?,(a) rasavahasrotodu??i?,
SR51,#NAME?,(a) raktavahasrotodu??i?,
SR52,#NAME?,(a) m??savahasrotodu??i?,
SR53,#NAME?,(a) medovahasrotodu??i?,
SR54,#NAME?,(a) asthivahasrotodu??i?,
SR55,#NAME?,(a) majj?vahasrotodu??i?,
SR56,#NAME?,(a) ?ukravahasrotodu??i?,
SR57,#NAME?,(a) pr??avahasrotodu??i?,
SR58,#NAME?,"(a) ambuvahasrotodu??i?, (a) udakavahasrotodu??i?",
SR59,#NAME?,(a) annavahasrotodu??i?,
SR5A,#NAME?,(a) pur??avahasrotodu??i?,
SR5B,#NAME?,(a) m?travahasrotodu??i?,
SR5C,#NAME?,(a) svedavahasrotodu??i?,
SR5D,#NAME?,(a) stanyavahasrotodu??i?,
SR5E,#NAME?,(a) manovahasrotodu??i?,
SR5Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SR5Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
SR60,#NAME?,(b) Cur??itam mikuku?am,
SR61,#NAME?,(b) Cur??itam ku?aiku?am,
SR62,#NAME?,(c) Amr??-i-‘Adad,
SR63,#NAME?,(c) Amr?? al-Wa?‘,
SR64,#NAME?,(c) Amr??-i- Mush?rakat,
SR65,#NAME?,(c) Tafarruq al-Itti??l,
SR66,#NAME?,(c) maraz-e nAshi az rih (c) Mara? N?sh? az R??,
SR67,#NAME?,(c) maraz-e nAshi az abkhareh (c) Mara? N?sh? az Bukh?r?t,
SR68,#NAME?,(c) Amr?? Murakkaba,
SR69,#NAME?,(c) maraz-e kamm (c) Amr??-i-Miqd?r,
SR6Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SR6Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SR80,#NAME?,(a) pur??av?ddhi?,
SR81,#NAME?,(a) pur??ak?aya?,
SR82,#NAME?,(a) m?trav?ddhi?,
SR83,#NAME?,m?trak?aya?,
SR84,#NAME?,(a) svedav?ddhi?,
SR85,#NAME?,(a) svedak?aya?,
SR86,#NAME?,(a) s?mamala?,
SR87,#NAME?,(b) Ati u??i?a n?r,
SR88,#NAME?,(b) Miku c?ta?a n?r ni?am,
SR89,#NAME?,(b) Mummala?ka?ai mikavum atikam?ka ke?ukkum n?r ni?am,
SR8A,#NAME?,(c) Bawl Ghus?l?,
SR8B,#NAME?,(c) Bu??’ Khur?j al-Bar?z,
SR8C,#NAME?,(c) Al-Bar?z al-Y?bis,
SR8D,#NAME?,(c) Ziy?da al-Bar?z,
SR8E,#NAME?,(c) Al-‘Araq ??dd al-R?’i?a,
SR8F,#NAME?,(c) Al-‘Araq ??mi? al-R??,
SR8G,#NAME?,(c) Al-‘Araq al-Ghal??,
SR8H,#NAME?,(c) Al-‘Araq al-Raq?q,
SR8J,#NAME?,(c) Al-‘Araq al-Qal?l al-Miqd?r Deficient sweating (TM2),
SR8K,#NAME?,(c) Al-Nafth al-Kath?r al-Miqd?r Excessive expectoration (TM2),
SR8L,#NAME?,(c) Al-Nafth al-Qal?l al-Miqd?r Scanty expectoration (TM2),
SR8M,#NAME?,(c) Al-Nafth al-Mu‘tadil al-Miqd?r,
SR8N,#NAME?,Excessive sweating (TM2) (c) Ifr?? al-‘Araq,
SR8Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SR8Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
,#NAME?,,Skipped: Invalid or empty code
SS10,#NAME?,(a) agnivai?amyam,
SS11,#NAME?,(a) vi?am?gni?,
SS12,#NAME?,(a) t?k???gni?,
SS13,#NAME?,"(a) mand?gni?, (a) agnis?da?",
SS14,#NAME?,"(a) atyagni?, (a) bhasmaka?",
SS15,#NAME?,(a) ?mado?a? (a) ?mavasth?,
SS16,#NAME?,(b) Cam?kki?i,
SS17,#NAME?,(b) T??a??kki?i,
SS18,#NAME?,(b) Vi?am?kki?i,
SS19,#NAME?,(b) Mant?kki?i,
SS1Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS1Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SS20,#NAME?,(b) M?ccai a?akkutal?l ??pa?um m??utalka?,
SS21,#NAME?,(b) Ko???viyai a?akkutal (a) j?mbh?vegarodha?,
SS22,#NAME?,(b) Paci ma??um t?katti?ai a?akkutal,
SS23,#NAME?,(b) Cukkilattai a?akkutal (a) ?ukravegarodha?,
SS24,#NAME?,(b) Irumalai a?akkutal,
SS25,#NAME?,(b) Ci?un?rai a?akkutal (a) m?travegarodha?,
SS26,#NAME?,(b) T?kkattai a?akkal (a) nidr?vegarodha?,
SS27,#NAME?,(b) Tummalai a?akkutal (a) k?avathuvegarodha?,
SS28,#NAME?,(b) Ka???rai a?akkutal (a) a?ruvegarodha?,
SS29,#NAME?,(b) V?ntiyai a?akkutal (a) chardivegarodha?,
SS2A,#NAME?,(b) Malatti?ai a?akkutal (a) pur??avegarodha?,
SS2B,#NAME?,(a) ?rama?v?savegarodha?,
SS2C,#NAME?,(a) k?udvegarodha?,
SS2D,#NAME?,(a) t????vegarodha?,
SS2E,#NAME?,(a) adhov?taveg?varodha?,
SS2F,#NAME?,(b) V?yu?a? mukku??am nilaiya?ital,
SS2G,#NAME?,(b) C?tattu?a? mukku??am nilaiya?ital,
SS2H,#NAME?,(b) U??attu?a? mukku??am nilaiya?ital,
SS2Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS2Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SS30,#NAME?,(c) Khalal-i-Quw? ?ab?‘iyya,
SS31,#NAME?,(c) Khalal-i-Quwwat Gh?dhiya,
SS32,#NAME?,(c) Khalal-i-Quwwat Mu?a??ila,
SS33,#NAME?,(c) Khalal-i-Quwwat Mula??iqa,
SS34,#NAME?,(c) Khalal-i-Quwwat Mushabbiha,
SS35,#NAME?,(c) Khalal-i-Quwwat J?dhiba,
SS36,#NAME?,(c) Khalal-i-Quwwat M?sika,
SS37,#NAME?,(c) Khalal-i-Quwwat H??ima,
SS38,#NAME?,(c) Khalal-i-Quwwat D?fi‘a,
SS39,#NAME?,(c) Khalal-i-Quwwat N?miya/Khalal-i-Quwwat Murabbiya,
SS3A,#NAME?,(c) Khalal-i-Quw? Tan?suliyya,
SS3B,#NAME?,(c) Khalal-i-Quwwat ?ayw?niyya,
SS3C,#NAME?,(c) Khalal-i-Quw? Nafs?niyya,
SS3D,#NAME?,(c) ?u‘f-i-A‘??',
SS3E,#NAME?,(c) za'f-e harArat-e gharizi (c) ?u‘f-i-?ar?rat Ghar?z?,
SS3F,#NAME?,(c) soqout-e harArat-e gharizi (c) Suq??-i-?ar?rat Ghar?z?,
SS3G,#NAME?,(c) za'f-e rouh-e nafsAni (c) ?u‘f-i-R?? Nafs?n?,
SS3H,#NAME?,(c) za'f-e rouh-e tabi'ei (c) ?u‘f-i-R?? ?ab?‘?,
SS3J,#NAME?,(c) za'f-e rouh-e hayawAni (c) ?u‘f-i-R?? ?ayw?n?,
SS3Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS3Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS4Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS4Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
,#NAME?,,Skipped: Invalid or empty code
SS50,#NAME?,(a) v?taprakr?ti?,
SS51,#NAME?,(a) pittaprakr?ti?,
SS52,#NAME?,(a) kaphaprakr?ti?,
SS53,#NAME?,(a) v?tapittaprakr?ti?,
SS54,#NAME?,(a) pittakaphaprakr?ti?,
SS55,#NAME?,(a) kaphav?taprakr?ti?,
SS56,#NAME?,"(a) trid??ajaprakr?ti?, (a) samaprakr?ti?",
SS57,#NAME?,(b) Va?i u?alikka?am,
SS58,#NAME?,(b) A?al u?alikka?am,
SS59,#NAME?,(b) Aiyam u?alikka?am,
SS5A,#NAME?,(b) Va?i A?al u?alikka?am,
SS5B,#NAME?,(b) Va?i aiya u?alikka?am,
SS5C,#NAME?,(b) A?alva?i u?alikka?am,
SS5D,#NAME?,(b) A?alayam u?alikka?am,
SS5E,#NAME?,(b) Aiya?al u?alikka?am,
SS5F,#NAME?,(b) Aiyava?i u?alikka?am,
SS5Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS5Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SS60,#NAME?,Sattva predominant pattern (TM2) (a) s?ttvikak?ya (a) ?uddhak?ya,
SS61,#NAME?,Rajas predominant pattern (TM2) (a) r?jasikak?ya,
SS62,#NAME?,Tamas predominant pattern (TM2) (a) t?masikak?ya,
SS6Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS6Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SS70,#NAME?,(c) Miz?j Ins?n?,
SS71,#NAME?,(c) Miz?j-i-A‘m?r,
SS72,#NAME?,(c) Damaw? al-Miz?j Hot and moist temperament pattern (TM2) (c) Miz?j H??rr Ratb,
SS73,- - - - - ?afr?’ predominant temperament pattern (TM2),(c) S?afr?w? al-Miz?j Hot and dry temperament pattern (TM2) (c) Miz?j H??rr Y?bis,
SS74,#NAME?,(c) Balgham? al-Miz?j Cold and moist temperament pattern (TM2) (c) Miz?j B?rid Ratb,
SS75,#NAME?,(c) Sawd?w? al-Miz?j Cold and dry temperament pattern (TM2) (c) Miz?j B?rid Y?bis,
SS7Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS7Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
SS80,#NAME?,(a) B?ly?vasth? (a) b?l?vasth?,
SS81,#NAME?,(a) madhyam?vasth?,
SS82,#NAME?,"(a) v?ddh?vasth? (a) sth?virya?, (a) v?rdhakya?",
SS83,#NAME?,"(b) P?la? (b) K?ppu C??k?rai T?l???u Capp??i Muttam Varukai Ampuli Ci??il, (b) n?r??al Ci?upa?ai (b) amm??ai Ci?uter, (b) ?cal P?la?, (b) petai",
SS84,#NAME?,"(b) m?l?i (b) p?tumpai ma?avo?, (b) ma?kai Ti?avo?, (b) ma?antai Vi?alai, (b) arivai K?l?ai (b) t?rivai mutumaka?, (b) peril?am p??",
SS85,#NAME?,(b) Mutumaka? (b) p?ri?am pe?,
SS86,#NAME?,"(c) Senn-e-Nomov, (c) Senn-e-?ad?that (c) Sinn-i-Num?, (c) Sinn-i-?ad?that",
SS87,#NAME?,"(c) Senn-e-Shab?b, (c) Senn-e-Wuq?f (c) Sinn-i-Shab?b, (c) Sinn-i-Wuq?f",
SS88,#NAME?,"(c) Senn-i-Koh?lat, (c) Senn-i-In?i??? (c) Sinn-i-Kuh?lat, (c) Sinn-i-In?i???",
SS89,#NAME?,(c) Sinn-i-Shaykh?khat,
SS8Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
SS8Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
ST00,#NAME?,(c) S?’-i-Miz?j Morbid temperament (TM2) Impaired temperament (TM2) Immoderate temperament (TM2),
ST01,#NAME?,(c) S?’-i-Miz?j Mufrad,
ST02,#NAME?,"(c) S?’-i-Miz?j Mufrad S?da, (c) Miz?j Ghayr Mu‘tadil Mufrad S?da (c) S?’-i-Miz?j S?deh Simple abnormal temperament pattern (TM2) (c) S?’-i-Miz?j S?da",
ST03,#NAME?,(c) S?’-i-Miz?j ??rr,
ST04,#NAME?,(c) S?’-i-Miz?j B?rid (c) S?’-i-Miz?j B?red,
ST05,#NAME?,(c) S?’-i-Miz?j Ra?b,
ST06,#NAME?,(c) S?’-i-Miz?j Y?bis,
ST07,#NAME?,(c) S?’-i-Miz?j M?dd? Simple abnormal temperament with substance pattern (TM2) (c) S?’-i-Miz?j Mufrad M?dd?,
ST08,#NAME?,(c) S?’-i-Miz?j ??rr M?dd?,
ST09,#NAME?,(c) S?’-i-Miz?j B?rid M?dd?,
ST0A,#NAME?,(c) S?’-i-Miz?j Ra?b M?dd?,
ST0B,#NAME?,(c) S?’-i-Miz?j Y?bis M?dd?,
ST0C,#NAME?,"(c) Miz?j Ghayr Mu‘tadil Murakkab, (c) S?’-i-Miz?j Murakkab",
ST0D,#NAME?,"(c) S?’-i-Miz?j Murakkab S?da, (c) Miz?j Ghayr Mu‘tadil Murakkab S?da",
ST0E,#NAME?,(c) S?’-i-Miz?j ??rr Ra?b S?da,
ST0F,#NAME?,(c) S?’-i-Miz?j ??rr Y?bis S?da,
ST0G,#NAME?,(c) S?’-i-Miz?j B?rid Ra?b S?da,
ST0H,#NAME?,(c) S?’-i-Miz?j B?rid Y?bis S?da,
ST0J,#NAME?,(c) S?’-i-Miz?j Murakkab M?dd?,
ST0K,#NAME?,(c) S?’-i-Miz?j ??rr Ra?b M?dd?,
ST0L,#NAME?,(c) S?’-i-Miz?j ??rr Y?bis M?dd?,
ST0M,#NAME?,(c) S?’-i-Miz?j B?rid Ra?b M?dd?,
ST0N,#NAME?,(c) S?’-i-Miz?j B?rid Y?bis M?dd?,
ST0P,#NAME?,(c) S?’-i-Miz?j Mustaw? (c) S?’-i-Miz?j Mostaw?,
ST0Q,#NAME?,(c) S?’-i-Miz?j Mukhtalif (c) S?’-i-Miz?j Mokhtalef,
ST0R,#NAME?,(c) ghelzat-e rotoubat (c) Ghilz?a al-Ru??ba,
ST0S,#NAME?,(c) rotoubat-e gharibeh (c) Ru??bat Ghar?ba,
ST0T,#NAME?,(c) reqqat-e rotoubat (c) Riqqa al-Ru??ba,
ST0U,#NAME?,(c) ofounat-e rotoubat (c) Uf?nat,
ST0V,#NAME?,(c) tagheir-e mezAj-e rouh-e nafsAni (c) Taghayyur-i-Miz?j-i-R?? Nafs?n?,
ST0W,#NAME?,(c) Ghalaba’-i-?ar?rat,
ST0X,#NAME?,(c) Ghalaba’-i-Bur?dat,
ST10,#NAME?,(c) Ghalaba’-i-Ru??bat,
ST11,#NAME?,(c) Ghalaba’-i-Yub?sat,
ST1Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
ST1Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
,#NAME?,,Skipped: Invalid or empty code
ST20,#NAME?,(a) marmaviddha? (b) Varma a?i,
ST2Y,#NAME?,,Skipped: Invalid or missing entity ID in URL
ST2Z,#NAME?,,Skipped: Invalid or missing entity ID in URL
